disability_group,age,state,district,supply_class,average_payment_annual,participant_count
Psychosocial disability,35 to 44,NSW,South Eastern Sydney,Core,103000,126
Psychosocial disability,35 to 44,NSW,South Western Sydney,Capacity Building,70000,259
Psychosocial disability,35 to 44,NSW,South Western Sydney,Core,122000,232
Psychosocial disability,35 to 44,NSW,Southern NSW,Capacity Building,46000,53
Psychosocial disability,35 to 44,NSW,Southern NSW,Core,63000,40
Psychosocial disability,35 to 44,NSW,Sydney,Capacity Building,56000,146
Psychosocial disability,35 to 44,NSW,Sydney,Core,68000,129
Psychosocial disability,35 to 44,NSW,Western NSW,Capacity Building,47000,74
Psychosocial disability,35 to 44,NSW,Western NSW,Core,90000,68
Psychosocial disability,35 to 44,NSW,Western Sydney,Capacity Building,61000,233
Psychosocial disability,35 to 44,NSW,Western Sydney,Core,101000,203
Psychosocial disability,45 to 54,NSW,Central Coast,Capacity Building,62000,119
Psychosocial disability,45 to 54,NSW,Central Coast,Core,66000,105
Psychosocial disability,45 to 54,NSW,Hunter New England,Capacity Building,60000,365
Psychosocial disability,45 to 54,NSW,Hunter New England,Core,98000,316
Psychosocial disability,45 to 54,NSW,Illawarra Shoalhaven,Capacity Building,63000,189
Psychosocial disability,45 to 54,NSW,Illawarra Shoalhaven,Core,68000,157
Psychosocial disability,45 to 54,NSW,Mid North Coast,Capacity Building,70000,91
Psychosocial disability,45 to 54,NSW,Mid North Coast,Core,92000,67
Psychosocial disability,45 to 54,NSW,Murrumbidgee,Capacity Building,59000,89
Psychosocial disability,45 to 54,NSW,Murrumbidgee,Core,87000,84
Psychosocial disability,45 to 54,NSW,Nepean Blue Mountains,Capacity Building,49000,133
Psychosocial disability,45 to 54,NSW,Nepean Blue Mountains,Core,114000,91
Psychosocial disability,45 to 54,NSW,North Sydney,Capacity Building,47000,189
Psychosocial disability,45 to 54,NSW,North Sydney,Core,60000,158
Psychosocial disability,45 to 54,NSW,Northern NSW,Capacity Building,73000,119
Psychosocial disability,45 to 54,NSW,Northern NSW,Core,62000,106
Psychosocial disability,45 to 54,NSW,South Eastern Sydney,Capacity Building,62000,199
Psychosocial disability,45 to 54,NSW,South Eastern Sydney,Core,85000,189
Psychosocial disability,45 to 54,NSW,South Western Sydney,Capacity Building,74000,289
Psychosocial disability,45 to 54,NSW,South Western Sydney,Core,127000,292
Psychosocial disability,45 to 54,NSW,Southern NSW,Capacity Building,51000,58
Psychosocial disability,45 to 54,NSW,Southern NSW,Core,50000,60
Psychosocial disability,45 to 54,NSW,Sydney,Capacity Building,63000,216
Psychosocial disability,45 to 54,NSW,Sydney,Core,73000,202
Psychosocial disability,45 to 54,NSW,Western NSW,Capacity Building,52000,102
Psychosocial disability,45 to 54,NSW,Western NSW,Core,116000,72
Psychosocial disability,45 to 54,NSW,Western Sydney,Capacity Building,67000,285
Psychosocial disability,45 to 54,NSW,Western Sydney,Core,114000,249
Psychosocial disability,55 to 64,NSW,Central Coast,Capacity Building,60000,112
Psychosocial disability,55 to 64,NSW,Central Coast,Core,74000,107
Psychosocial disability,55 to 64,NSW,Hunter New England,Capacity Building,72000,307
Psychosocial disability,55 to 64,NSW,Hunter New England,Core,112000,342
Psychosocial disability,55 to 64,NSW,Illawarra Shoalhaven,Capacity Building,66000,144
Psychosocial disability,55 to 64,NSW,Illawarra Shoalhaven,Core,93000,127
Psychosocial disability,55 to 64,NSW,Mid North Coast,Capacity Building,89000,66
Psychosocial disability,55 to 64,NSW,Mid North Coast,Core,82000,62
Psychosocial disability,55 to 64,NSW,Murrumbidgee,Capacity Building,60000,67
Psychosocial disability,55 to 64,NSW,Murrumbidgee,Core,86000,74
Psychosocial disability,55 to 64,NSW,Nepean Blue Mountains,Capacity Building,55000,101
Psychosocial disability,55 to 64,NSW,Nepean Blue Mountains,Core,121000,89
Psychosocial disability,55 to 64,NSW,North Sydney,Capacity Building,49000,228
Psychosocial disability,55 to 64,NSW,North Sydney,Core,96000,158
Psychosocial disability,55 to 64,NSW,Northern NSW,Capacity Building,70000,108
Psychosocial disability,55 to 64,NSW,Northern NSW,Core,69000,111
Psychosocial disability,55 to 64,NSW,South Eastern Sydney,Capacity Building,60000,215
Psychosocial disability,55 to 64,NSW,South Eastern Sydney,Core,108000,189
Psychosocial disability,55 to 64,NSW,South Western Sydney,Capacity Building,78000,258
Psychosocial disability,55 to 64,NSW,South Western Sydney,Core,126000,307
Psychosocial disability,55 to 64,NSW,Southern NSW,Capacity Building,55000,60
Psychosocial disability,55 to 64,NSW,Southern NSW,Core,65000,72
Psychosocial disability,55 to 64,NSW,Sydney,Capacity Building,63000,213
Psychosocial disability,55 to 64,NSW,Sydney,Core,97000,179
Psychosocial disability,55 to 64,NSW,Western NSW,Capacity Building,53000,92
Psychosocial disability,55 to 64,NSW,Western NSW,Core,90000,85
Psychosocial disability,55 to 64,NSW,Western Sydney,Capacity Building,73000,256
Psychosocial disability,55 to 64,NSW,Western Sydney,Core,105000,261
Psychosocial disability,65+,NSW,Central Coast,Capacity Building,71000,29
Psychosocial disability,65+,NSW,Central Coast,Core,91000,38
Psychosocial disability,65+,NSW,Hunter New England,Capacity Building,76000,100
Psychosocial disability,65+,NSW,Hunter New England,Core,111000,117
Psychosocial disability,65+,NSW,Illawarra Shoalhaven,Capacity Building,68000,34
Psychosocial disability,65+,NSW,Illawarra Shoalhaven,Core,87000,42
Psychosocial disability,65+,NSW,Mid North Coast,Capacity Building,84000,15
Psychosocial disability,65+,NSW,Mid North Coast,Core,89000,22
Psychosocial disability,65+,NSW,Murrumbidgee,Core,58000,14
Psychosocial disability,65+,NSW,Nepean Blue Mountains,Capacity Building,45000,38
Psychosocial disability,65+,NSW,Nepean Blue Mountains,Core,120000,30
Psychosocial disability,65+,NSW,North Sydney,Capacity Building,58000,67
Psychosocial disability,65+,NSW,North Sydney,Core,77000,63
Psychosocial disability,65+,NSW,Northern NSW,Capacity Building,73000,39
Psychosocial disability,65+,NSW,Northern NSW,Core,77000,42
Psychosocial disability,65+,NSW,South Eastern Sydney,Capacity Building,68000,50
Psychosocial disability,65+,NSW,South Eastern Sydney,Core,106000,49
Psychosocial disability,65+,NSW,South Western Sydney,Capacity Building,79000,61
Psychosocial disability,65+,NSW,South Western Sydney,Core,116000,81
Psychosocial disability,65+,NSW,Sydney,Capacity Building,61000,53
Psychosocial disability,65+,NSW,Sydney,Core,114000,62
Psychosocial disability,65+,NSW,Western NSW,Capacity Building,51000,17
Psychosocial disability,65+,NSW,Western NSW,Core,152000,24
Psychosocial disability,65+,NSW,Western Sydney,Capacity Building,87000,48
Psychosocial disability,65+,NSW,Western Sydney,Core,131000,59
Psychosocial disability,7 to 14,NSW,Hunter New England,Capacity Building,16000,19
Spinal Cord Injury,25 to 34,NSW,Hunter New England,Core,245000,11
Spinal Cord Injury,35 to 44,NSW,Hunter New England,Capacity Building,74000,15
Spinal Cord Injury,35 to 44,NSW,Hunter New England,Core,224000,18
Spinal Cord Injury,35 to 44,NSW,Illawarra Shoalhaven,Core,188000,13
Spinal Cord Injury,35 to 44,NSW,North Sydney,Capacity Building,58000,14
Spinal Cord Injury,35 to 44,NSW,North Sydney,Core,363000,13
Spinal Cord Injury,35 to 44,NSW,South Eastern Sydney,Core,127000,11
Spinal Cord Injury,35 to 44,NSW,South Western Sydney,Core,189000,12
Spinal Cord Injury,35 to 44,NSW,Western Sydney,Core,269000,19
Spinal Cord Injury,45 to 54,NSW,Hunter New England,Capacity Building,62000,21
Spinal Cord Injury,45 to 54,NSW,Hunter New England,Core,262000,24
Spinal Cord Injury,45 to 54,NSW,North Sydney,Capacity Building,64000,12
Spinal Cord Injury,45 to 54,NSW,North Sydney,Core,139000,24
Spinal Cord Injury,45 to 54,NSW,Northern NSW,Core,196000,15
Spinal Cord Injury,45 to 54,NSW,South Eastern Sydney,Core,121000,21
Spinal Cord Injury,45 to 54,NSW,South Western Sydney,Capacity Building,56000,19
Spinal Cord Injury,45 to 54,NSW,South Western Sydney,Core,197000,21
Spinal Cord Injury,45 to 54,NSW,Sydney,Core,87000,16
Spinal Cord Injury,45 to 54,NSW,Western NSW,Core,170000,14
Spinal Cord Injury,45 to 54,NSW,Western Sydney,Capacity Building,43000,22
Spinal Cord Injury,45 to 54,NSW,Western Sydney,Core,261000,17
Spinal Cord Injury,55 to 64,NSW,Central Coast,Capacity Building,44000,11
Spinal Cord Injury,55 to 64,NSW,Central Coast,Core,110000,15
Spinal Cord Injury,55 to 64,NSW,Hunter New England,Capacity Building,43000,35
Spinal Cord Injury,55 to 64,NSW,Hunter New England,Core,133000,42
Spinal Cord Injury,55 to 64,NSW,Illawarra Shoalhaven,Capacity Building,67000,14
Spinal Cord Injury,55 to 64,NSW,Illawarra Shoalhaven,Core,201000,23
Spinal Cord Injury,55 to 64,NSW,Mid North Coast,Core,129000,18
Spinal Cord Injury,55 to 64,NSW,Murrumbidgee,Core,236000,15
Spinal Cord Injury,55 to 64,NSW,Nepean Blue Mountains,Core,135000,15
Spinal Cord Injury,55 to 64,NSW,North Sydney,Capacity Building,86000,29
Spinal Cord Injury,55 to 64,NSW,North Sydney,Core,282000,24
Spinal Cord Injury,55 to 64,NSW,Northern NSW,Capacity Building,71000,15
Spinal Cord Injury,55 to 64,NSW,Northern NSW,Core,225000,17
Spinal Cord Injury,55 to 64,NSW,South Eastern Sydney,Capacity Building,78000,19
Spinal Cord Injury,55 to 64,NSW,South Eastern Sydney,Core,202000,32
Spinal Cord Injury,55 to 64,NSW,South Western Sydney,Capacity Building,92000,23
Spinal Cord Injury,55 to 64,NSW,South Western Sydney,Core,188000,37
Spinal Cord Injury,55 to 64,NSW,Western NSW,Core,200000,18
Spinal Cord Injury,55 to 64,NSW,Western Sydney,Capacity Building,78000,19
Spinal Cord Injury,55 to 64,NSW,Western Sydney,Core,364000,17
Spinal Cord Injury,65+,NSW,Hunter New England,Capacity Building,46000,27
Spinal Cord Injury,65+,NSW,Hunter New England,Core,172000,31
Spinal Cord Injury,65+,NSW,North Sydney,Core,180000,14
Spinal Cord Injury,65+,NSW,South Eastern Sydney,Core,278000,12
Spinal Cord Injury,65+,NSW,South Western Sydney,Core,191000,11
Spinal Cord Injury,65+,NSW,Western Sydney,Core,414000,12
Stroke,35 to 44,NSW,Hunter New England,Core,129000,17
Stroke,35 to 44,NSW,South Western Sydney,Capacity Building,90000,12
Stroke,35 to 44,NSW,South Western Sydney,Core,118000,22
Stroke,35 to 44,NSW,Western Sydney,Core,144000,15
Stroke,45 to 54,NSW,Central Coast,Capacity Building,53000,17
Stroke,45 to 54,NSW,Hunter New England,Capacity Building,120000,28
Stroke,45 to 54,NSW,Hunter New England,Core,117000,49
Stroke,45 to 54,NSW,Illawarra Shoalhaven,Capacity Building,91000,17
Stroke,45 to 54,NSW,Nepean Blue Mountains,Core,143000,21
Stroke,45 to 54,NSW,North Sydney,Capacity Building,85000,15
Stroke,45 to 54,NSW,North Sydney,Core,106000,19
Stroke,45 to 54,NSW,South Eastern Sydney,Capacity Building,63000,19
Stroke,45 to 54,NSW,South Eastern Sydney,Core,183000,16
Stroke,45 to 54,NSW,South Western Sydney,Capacity Building,108000,33
Stroke,45 to 54,NSW,South Western Sydney,Core,170000,55
Stroke,45 to 54,NSW,Sydney,Core,73000,21
Stroke,45 to 54,NSW,Western NSW,Core,165000,13
Stroke,45 to 54,NSW,Western Sydney,Capacity Building,87000,25
Stroke,45 to 54,NSW,Western Sydney,Core,158000,31
Stroke,55 to 64,NSW,Central Coast,Capacity Building,65000,34
Stroke,55 to 64,NSW,Central Coast,Core,176000,42
Stroke,55 to 64,NSW,Hunter New England,Capacity Building,89000,74
Stroke,55 to 64,NSW,Hunter New England,Capital,67000,17
Stroke,55 to 64,NSW,Hunter New England,Core,137000,100
Stroke,55 to 64,NSW,Illawarra Shoalhaven,Capacity Building,123000,19
Stroke,55 to 64,NSW,Illawarra Shoalhaven,Core,145000,35
Stroke,55 to 64,NSW,Mid North Coast,Capacity Building,78000,19
Stroke,55 to 64,NSW,Mid North Coast,Core,148000,31
Stroke,55 to 64,NSW,Murrumbidgee,Capacity Building,77000,25
Stroke,55 to 64,NSW,Murrumbidgee,Core,118000,30
Stroke,55 to 64,NSW,Nepean Blue Mountains,Capacity Building,87000,23
Stroke,55 to 64,NSW,Nepean Blue Mountains,Core,185000,25
Stroke,55 to 64,NSW,North Sydney,Capacity Building,87000,30
Stroke,55 to 64,NSW,North Sydney,Core,134000,47
Stroke,55 to 64,NSW,Northern NSW,Capacity Building,75000,35
Stroke,55 to 64,NSW,Northern NSW,Core,166000,33
Stroke,55 to 64,NSW,South Eastern Sydney,Capacity Building,77000,29
Stroke,55 to 64,NSW,South Eastern Sydney,Core,142000,52
Stroke,55 to 64,NSW,South Western Sydney,Capacity Building,86000,127
Stroke,55 to 64,NSW,South Western Sydney,Capital,135000,12
Stroke,55 to 64,NSW,South Western Sydney,Core,193000,135
Stroke,55 to 64,NSW,Sydney,Capacity Building,80000,28
Stroke,55 to 64,NSW,Sydney,Core,127000,39
Stroke,55 to 64,NSW,Western NSW,Capacity Building,69000,25
Stroke,55 to 64,NSW,Western NSW,Core,97000,33
Stroke,55 to 64,NSW,Western Sydney,Capacity Building,79000,66
Stroke,55 to 64,NSW,Western Sydney,Core,192000,74
Stroke,65+,NSW,Central Coast,Capacity Building,101000,20
Stroke,65+,NSW,Central Coast,Core,165000,31
Stroke,65+,NSW,Hunter New England,Capacity Building,78000,45
Stroke,65+,NSW,Hunter New England,Core,102000,64
Stroke,65+,NSW,Illawarra Shoalhaven,Capacity Building,60000,15
Stroke,65+,NSW,Illawarra Shoalhaven,Core,107000,22
Stroke,65+,NSW,Murrumbidgee,Core,90000,18
Stroke,65+,NSW,Nepean Blue Mountains,Core,124000,17
Stroke,65+,NSW,North Sydney,Capacity Building,54000,19
Stroke,65+,NSW,North Sydney,Core,124000,23
Stroke,65+,NSW,Northern NSW,Capacity Building,75000,14
Stroke,65+,NSW,Northern NSW,Core,126000,18
Stroke,65+,NSW,South Eastern Sydney,Capacity Building,58000,21
Stroke,65+,NSW,South Eastern Sydney,Core,145000,28
Stroke,65+,NSW,South Western Sydney,Capacity Building,80000,48
Stroke,65+,NSW,South Western Sydney,Core,209000,58
Stroke,65+,NSW,Sydney,Core,122000,20
Stroke,65+,NSW,Western NSW,Core,85000,14
Stroke,65+,NSW,Western Sydney,Capacity Building,87000,31
Stroke,65+,NSW,Western Sydney,Core,189000,39
Visual Impairment,15 to 18,NSW,Hunter New England,Capacity Building,14000,14
Visual Impairment,15 to 18,NSW,South Eastern Sydney,Capacity Building,25000,12
Visual Impairment,15 to 18,NSW,South Western Sydney,Core,16000,19
Visual Impairment,19 to 24,NSW,Hunter New England,Capacity Building,30000,18
Visual Impairment,19 to 24,NSW,Hunter New England,Core,20000,17
Visual Impairment,19 to 24,NSW,South Eastern Sydney,Core,23000,17
Visual Impairment,19 to 24,NSW,South Western Sydney,Core,12000,26
Visual Impairment,19 to 24,NSW,Western Sydney,Core,15000,20
Visual Impairment,25 to 34,NSW,Hunter New England,Capacity Building,68000,12
Visual Impairment,25 to 34,NSW,Hunter New England,Core,37000,21
Visual Impairment,25 to 34,NSW,Murrumbidgee,Core,42000,11
Visual Impairment,25 to 34,NSW,South Eastern Sydney,Core,22000,15
Visual Impairment,25 to 34,NSW,South Western Sydney,Core,24000,40
Visual Impairment,25 to 34,NSW,Sydney,Core,47000,12
Visual Impairment,25 to 34,NSW,Western Sydney,Capacity Building,60000,20
Visual Impairment,25 to 34,NSW,Western Sydney,Core,35000,24
Visual Impairment,35 to 44,NSW,Central Coast,Core,34000,13
Visual Impairment,35 to 44,NSW,Hunter New England,Core,38000,26
Visual Impairment,35 to 44,NSW,Illawarra Shoalhaven,Core,28000,15
Visual Impairment,35 to 44,NSW,Nepean Blue Mountains,Core,16000,13
Visual Impairment,35 to 44,NSW,North Sydney,Core,18000,19
Visual Impairment,35 to 44,NSW,South Eastern Sydney,Core,21000,20
Visual Impairment,35 to 44,NSW,South Western Sydney,Capacity Building,72000,22
Visual Impairment,35 to 44,NSW,South Western Sydney,Core,29000,40
Visual Impairment,35 to 44,NSW,Sydney,Core,25000,16
Visual Impairment,35 to 44,NSW,Western Sydney,Capacity Building,69000,13
Visual Impairment,35 to 44,NSW,Western Sydney,Core,34000,36
Visual Impairment,45 to 54,NSW,Central Coast,Core,29000,16
Visual Impairment,45 to 54,NSW,Hunter New England,Capacity Building,62000,26
Visual Impairment,45 to 54,NSW,Hunter New England,Core,25000,49
Visual Impairment,45 to 54,NSW,Illawarra Shoalhaven,Core,24000,16
Visual Impairment,45 to 54,NSW,Murrumbidgee,Core,25000,13
Visual Impairment,45 to 54,NSW,Nepean Blue Mountains,Core,41000,13
Visual Impairment,45 to 54,NSW,North Sydney,Core,55000,17
Visual Impairment,45 to 54,NSW,Northern NSW,Core,25000,17
Visual Impairment,45 to 54,NSW,South Eastern Sydney,Core,21000,37
Visual Impairment,45 to 54,NSW,South Western Sydney,Capacity Building,67000,36
Visual Impairment,45 to 54,NSW,South Western Sydney,Core,41000,64
Visual Impairment,45 to 54,NSW,Southern NSW,Core,28000,11
Visual Impairment,45 to 54,NSW,Sydney,Core,20000,14
Visual Impairment,45 to 54,NSW,Western NSW,Core,25000,16
Visual Impairment,45 to 54,NSW,Western Sydney,Capacity Building,93000,16
Visual Impairment,45 to 54,NSW,Western Sydney,Core,45000,47
Visual Impairment,55 to 64,NSW,Central Coast,Capacity Building,53000,11
Visual Impairment,55 to 64,NSW,Central Coast,Core,41000,21
Visual Impairment,55 to 64,NSW,Hunter New England,Capacity Building,77000,30
Visual Impairment,55 to 64,NSW,Hunter New England,Core,45000,62
Visual Impairment,55 to 64,NSW,Illawarra Shoalhaven,Core,14000,30
Visual Impairment,55 to 64,NSW,Murrumbidgee,Capacity Building,50000,13
Visual Impairment,55 to 64,NSW,Murrumbidgee,Core,19000,28
Visual Impairment,55 to 64,NSW,Nepean Blue Mountains,Core,26000,20
Visual Impairment,55 to 64,NSW,North Sydney,Core,25000,26
Visual Impairment,55 to 64,NSW,Northern NSW,Core,32000,21
Visual Impairment,55 to 64,NSW,South Eastern Sydney,Capacity Building,45000,19
Visual Impairment,55 to 64,NSW,South Eastern Sydney,Core,41000,30
